time,temperature_2m_max,temperature_2m_min,sunshine_duration,rain_sum,precipitation_probability_max,wind_speed_10m_max,et0_fao_evapotranspiration
24-03-2021,33.1,22.3,41320.1,0,0,22.3,6.89
25-03-2021,33.1,21.9,41423.17,0,0,18.8,8.28
26-03-2021,34.2,21.8,41525.67,0,0,17.2,7.7
27-03-2021,36,23.4,41627.54,0,0,10.2,6.45
28-03-2021,37.4,25.3,41728.68,0,0,6.8,5.93
29-03-2021,40.5,26.5,41829.03,0,0,26.1,8.16
30-03-2021,38,27.7,41929.05,0,0,28.9,9.57
31-03-2021,36.7,25.1,42029.2,0,0,26,11.44
01-04-2021,35.7,22.6,42129.4,0,0,26.4,11.07
02-04-2021,35.3,23.2,42229.58,0,0,18.2,8.13
03-04-2021,35,22.6,42329.7,0,0,14.4,7.05
04-04-2021,37.2,23.9,42429.66,0,0,17,7.62
05-04-2021,38.9,27.4,42505.36,0,0,11.8,6.86
06-04-2021,38.8,28,42537.59,0,0,18.6,8.56
07-04-2021,37,26,42569.78,0,0,16.1,8.54
08-04-2021,35.5,25.2,42601.93,0,0,17,8.4
09-04-2021,36.2,25.3,42634.07,0,0,13.1,8.18
10-04-2021,37,26.1,42666.22,0,0,14.2,8.05
11-04-2021,38,27.4,42698.39,0,0,11.4,7.88
12-04-2021,38.9,28.4,42730.59,0,0,16.4,7.83
13-04-2021,39.5,29.2,42762.85,0,0,21.4,8.9
14-04-2021,39.6,29.5,42822.24,0,0,17,8.87
15-04-2021,39.4,30.1,42849.91,0,0,16.4,8.87
16-04-2021,40.1,29.7,37087.34,0,0,34.4,8.48
17-04-2021,36.2,27,42902.92,0,0,22.7,8.76
18-04-2021,36.6,26,42928.52,0,0,18.8,8.33
19-04-2021,38.1,28,43028.39,0,0,18.4,8.65
20-04-2021,37.5,27.8,37556.61,0,0,36.4,7.42
21-04-2021,33.7,26.2,43083.56,0.1,0,21.3,8.26
22-04-2021,33.6,24.6,43279.3,0.1,0,16.4,6.84
23-04-2021,36.5,26,43223.97,0,0,20,8.83
24-04-2021,34.7,24,43433.33,0,0,21.9,8.88
25-04-2021,37.6,25.9,43466.95,0,0,15.3,9.4
26-04-2021,39.8,28.3,43595.63,0,0,13,8.33
27-04-2021,41.7,30.5,43606.08,0,0,18,8.29
28-04-2021,42.7,32,43606.73,0,0,16.2,9.45
29-04-2021,42.4,32.6,43709.81,0,0,21.7,9.41
30-04-2021,41.7,31.9,41608.69,0,0,23.7,9.29
01-05-2021,40.5,30.9,43819.99,0.1,0,29.8,9.08
02-05-2021,39.8,31,43932.07,0,0,21.7,8.2
03-05-2021,39.4,29.2,38395.57,0.45,0,23.2,8.64
04-05-2021,40.7,32,43826.09,0.1,0,14.4,8.54
05-05-2021,40,30.5,43942.27,0,0,30.3,9.15
06-05-2021,39.6,29.5,44061.45,0,0,21.1,8.94
07-05-2021,37.1,27.8,36864.96,6.65,0,44.3,7.35
08-05-2021,38.1,27.6,44188.08,0.1,0,19.7,7.59
09-05-2021,40.3,29.2,44132.23,0.6,0,27.2,8.46
10-05-2021,37.6,30.9,38858.58,0,0,26.2,7.31
11-05-2021,39.1,28.9,44323.71,0.15,0,20.2,8.33
12-05-2021,37.4,25.6,39823.13,7.75,0,25.7,8.1
13-05-2021,36.3,26.4,43951.35,0.2,0,20.2,7.76
14-05-2021,37.8,28.7,44463.9,0,0,18.2,8
15-05-2021,39,31.1,44565.62,0,0,22,8.1
16-05-2021,39.9,29.9,44890.25,0,0,11.9,7.52
17-05-2021,40.2,33.6,41949.35,0,0,27.6,7.41
18-05-2021,33.8,29,15325.59,0,0,27,4.67
19-05-2021,29.4,21.3,0,62.55,0,21.5,2.03
20-05-2021,30.9,20.9,31230.33,68.35,0,25.3,4.73
21-05-2021,34.6,25,43418.34,0,0,19.3,6.72
22-05-2021,37.4,27.3,44635.57,1.05,0,13.1,7.45
23-05-2021,35.8,29.7,45182.53,0,0,19.2,8.37
24-05-2021,38.6,28.7,45261.91,0,0,23.4,10.51
25-05-2021,40.8,32.1,45653.9,0,0,22.8,11.71
26-05-2021,41.2,32.3,45546.18,0,0,21.2,9.06
27-05-2021,41.4,32.9,45632.55,0,0,13,8.33
28-05-2021,40.1,29.2,45637.29,0,0,15.8,9
29-05-2021,40.1,29.8,45360,0,0,25.5,9.65
30-05-2021,39.6,28.9,45274.73,0.3,0,22.4,8.3
31-05-2021,42.3,32.5,45360.41,0.55,0,18.1,8.32
01-06-2021,36.5,30.2,39707,1.25,0,26,7.9
02-06-2021,39.1,29.8,45651.77,0,0,18.1,7.46
03-06-2021,39.2,31.6,45653.02,0.05,0,14.8,7.92
04-06-2021,40.3,32.4,45749.2,0.2,0,13.4,7.67
05-06-2021,41.8,34.4,41919.25,0.15,0,23.3,9.22
06-06-2021,39.9,33.4,45752.11,0,0,19.2,8.83
07-06-2021,42.7,35.2,45796.83,0,0,15.2,9.29
08-06-2021,43.8,36.6,44684.52,0,0,26.3,11.65
09-06-2021,43.8,36.3,45998.62,0,0,20,10.58
10-06-2021,43.1,36.7,45712.08,0,0,22.4,8.73
11-06-2021,43.2,32.9,45960.09,0,0,19.4,8.93
12-06-2021,42.3,33,43878.14,0,0,24.1,9.48
13-06-2021,38.9,30.8,45711.73,0,0,24.1,8.61
14-06-2021,40.4,31.1,45817.93,0.1,0,19.6,8.51
15-06-2021,40.1,31.6,37734.66,0.15,0,37.7,7.98
16-06-2021,37.3,29.2,42448.41,0.25,0,20.2,7.22
17-06-2021,37.1,29.7,44200.37,0.1,0,21.7,7.5
18-06-2021,35.5,29,44568.88,0,0,24,7.29
19-06-2021,32.9,27.5,45670.29,0,0,21.6,6.22
20-06-2021,36.6,27.8,40841.26,0.05,0,15.5,6.43
21-06-2021,39.7,29.3,45210.18,0,0,14.8,8
22-06-2021,41.4,33.1,46028.98,0,0,16.6,9.1
23-06-2021,41.5,35,45913.65,0,0,14.5,7.68
24-06-2021,41.7,32.8,46023.16,0,0,15,8.89
25-06-2021,42,34.2,45879.47,0,0,21.7,9.64
26-06-2021,40.9,32.3,45622.63,0,0,14.2,8
27-06-2021,41.3,33.5,45618.94,0,0,14,8.16
28-06-2021,41.7,34.3,45729.11,0,0,11.9,8.04
29-06-2021,44.2,36.2,45587.23,0,0,17.4,9.41
30-06-2021,44.8,37,45720.26,0,0,29.3,12.12
01-07-2021,44.5,37.4,41187.73,0.05,0,20.2,10.89
02-07-2021,41.9,36.1,44226.79,0.3,0,29.1,9.5
03-07-2021,40.3,33.4,22394.8,1.75,0,20.9,6.33
04-07-2021,40.7,34.1,45181.67,0,0,11.2,7.57
05-07-2021,41.5,34.8,44930.35,0,0,17.6,8.68
06-07-2021,42.9,35.3,45041.3,0,0,19.1,9.23
07-07-2021,44.4,37.4,44696.87,0,0,22.5,10.05
08-07-2021,43.3,37.4,38620.46,0,0,19,9.64
09-07-2021,41.1,32.3,44900.16,0,0,20.9,8.88
10-07-2021,40.7,33.4,41630.8,0,0,19.9,8.65
11-07-2021,37.8,33.7,36137.72,0.05,0,24.7,7.66
12-07-2021,35.9,29.8,36252.74,0.9,0,25.5,7.1
13-07-2021,35.7,28.9,34893.18,0.7,0,18.6,5.44
14-07-2021,37,29.7,39011.63,1,0,21.3,5.98
15-07-2021,37.7,28.9,38022.25,0.3,0,17.3,6.67
16-07-2021,39.6,31.2,38509.83,0,0,16.4,7.81
17-07-2021,41.2,33,37823.71,0,0,20.3,7.39
18-07-2021,38.7,29.3,30196.33,0.45,0,26.3,6.06
19-07-2021,29.9,27,878.79,12.6,0,19.8,1.75
20-07-2021,29.3,27.1,6996.99,6.1,0,14.8,1.74
21-07-2021,35,27.5,35873.8,0.65,0,16,5.05
22-07-2021,36.5,27.7,29916.65,1.7,0,17.4,5.48
23-07-2021,35.2,28.7,30293.63,1.45,0,14.5,5.39
24-07-2021,38.1,30.5,31664.04,0,0,15.3,6.19
25-07-2021,40.1,32.1,34976.57,0,0,15.9,7.21
26-07-2021,35.3,31.5,27283.43,0,0,18.7,4.98
27-07-2021,34.3,30.4,39771.35,3.15,0,12.2,5.52
28-07-2021,32.2,26.3,13394.69,51.2,0,9.9,1.61
29-07-2021,33.2,27,25418.63,2.65,0,10.5,3.05
30-07-2021,34,28.4,40016.33,0.95,0,16.9,4.95
31-07-2021,34.7,27.8,30881.35,2.1,0,18,4.15
01-08-2021,37.4,30.5,41177.11,0.35,0,11.5,6.18
02-08-2021,35.3,29.1,32890.41,1.7,0,15.5,5.47
03-08-2021,36.7,29.2,43483.74,0,0,18.6,7.6
04-08-2021,36.3,28.5,37821.7,0,0,18,6.86
05-08-2021,37.1,29.6,33772.43,0,0,13.8,6.12
06-08-2021,36.9,30.7,40447.35,0.2,0,14,6.12
07-08-2021,37.7,30.6,30278.21,0.5,0,14.8,6.37
08-08-2021,37.4,29.9,30655.1,0.15,0,11.6,5.13
09-08-2021,35.5,27.3,25200,6.4,0,14.2,3.99
10-08-2021,40.1,30.2,43337.47,0,0,21.4,7.19
11-08-2021,39.2,32.7,43339.41,0,0,23.3,8.92
12-08-2021,37.6,32.1,43424.9,0,0,18.2,7.82
13-08-2021,39.2,30.4,19690.47,0.65,0,18.7,5.69
14-08-2021,40.2,32.6,43343.94,0,0,20,8.49
15-08-2021,40,33.1,39442.68,0,0,17.2,8.5
16-08-2021,40.8,32.6,43200,0,0,17.4,7.93
17-08-2021,39.9,32.9,43200,0,0,17.5,8.15
18-08-2021,38.9,32.2,43200.46,0,0,17.3,7.13
19-08-2021,38.5,31.4,43275.52,0,0,20.8,7.47
20-08-2021,32.3,28.6,13552.79,0.5,0,18.2,3.67
21-08-2021,30.8,27.1,38341.59,0.4,0,19.8,3.87
22-08-2021,35.3,27.1,38438.43,1.55,0,16.5,5.93
23-08-2021,36.5,29,39600,0.45,0,14.1,5.85
24-08-2021,36.2,29.9,40380.98,0.35,0,13.1,5.13
25-08-2021,39.4,31.5,43050.73,0,0,24.1,8.32
26-08-2021,37.9,32,42960.83,0,0,21.7,7.74
27-08-2021,37.1,32.3,42900.32,0,0,13.6,5.98
28-08-2021,37.1,28.3,33421.33,1.05,0,17.8,5.35
29-08-2021,35.8,28.1,29864.22,0.1,0,18.4,5
30-08-2021,33.9,26.4,42704.55,0,0,20.1,6.03
31-08-2021,33.9,26.8,42638.54,0,0,19.1,6.17
01-09-2021,30.7,26.3,30700.02,5.5,0,15.1,3.94
02-09-2021,33.5,24.8,24282.3,4.05,0,15.4,4.07
03-09-2021,35.5,28.2,30653.62,1.1,0,16.4,5.31
04-09-2021,34.7,26.2,23258.42,2.95,0,10.5,3.32
05-09-2021,36.5,28.3,31299.78,0.4,0,8.9,4.12
06-09-2021,36.1,29.6,31142.89,0.15,0,12.5,4.79
07-09-2021,35.4,30.3,31875,0.2,0,15.9,4.97
08-09-2021,33.6,27.5,41097.27,0,0,21.5,6.2
09-09-2021,34.1,27.7,34805.71,0.65,0,18.3,5.5
10-09-2021,35,28.1,33818.61,0.1,0,20.8,6.11
11-09-2021,33.4,25.7,19018.59,6.1,0,23.7,3.94
12-09-2021,32.3,23.7,33504.78,15.1,0,15.8,3.95
13-09-2021,34.4,27,40689.05,1.1,0,14,5.21
14-09-2021,36.1,28.2,40330.77,0,0,16.6,5.79
15-09-2021,34.4,27.6,38829.02,0,0,21.6,6.32
16-09-2021,30.1,26.6,36568.78,0.9,0,18.7,4.36
17-09-2021,29.3,25.3,15441.79,0.85,0,22.3,2.78
18-09-2021,32.7,25.1,38735.87,0,0,18.4,5.11
19-09-2021,34.9,26.9,40048.86,0,0,16.2,5.83
20-09-2021,34.4,28.1,31468.58,0.05,0,16.2,4.95
21-09-2021,35,29.5,25034.35,0,0,15.8,5.29
22-09-2021,34.1,29.3,27506.69,0.2,0,14.8,5.05
23-09-2021,33.4,27.4,39436.35,1.2,0,17.9,5.78
24-09-2021,34.3,27.5,30791.79,0.15,0,15.9,5.44
25-09-2021,35.1,27.3,39582.98,0.7,0,14.2,5.74
26-09-2021,33.6,27,39465.66,0.25,0,18.1,5.7
27-09-2021,35.5,27.7,39441.35,0,0,12.7,5.83
28-09-2021,35.8,28.6,39415.68,0,0,17,5.86
29-09-2021,35.6,28.3,33061,0,0,14.6,5.75
30-09-2021,35.6,28.4,33764.96,0.05,0,13,5.44
01-10-2021,35.4,29.3,23707.92,0.15,0,13,4.4
02-10-2021,36.9,30.2,38140.66,0.05,0,15.3,4.98
03-10-2021,37.3,30.8,39119.27,0,0,21,6.08
04-10-2021,37.8,31.4,39086.15,0,0,13.3,6.06
05-10-2021,37.2,30.1,33294.9,0.15,0,14.1,5.23
06-10-2021,36.2,30,39018.86,0.05,0,16.2,5.95
07-10-2021,35.3,29.4,38984.66,0,0,16.1,6.21
08-10-2021,36.4,29,38950.06,0,0,15.1,6.03
09-10-2021,37.2,28.8,38915.04,0,0,14.3,6.08
10-10-2021,37.1,29.2,38879.59,0,0,14.5,5.3
11-10-2021,37.1,29.1,38843.68,0,0,10.7,5.71
12-10-2021,37,29.3,38807.3,0,0,14.4,5.66
13-10-2021,35.1,28.7,38770.42,0,0,17.3,7.1
14-10-2021,34.3,26.6,38693.86,0,0,14.9,7.11
15-10-2021,35.4,26.3,38593.09,0,0,13,6.43
16-10-2021,36.1,27.3,38492.11,0,0,9.7,5.42
17-10-2021,32.7,22.6,31928.94,1.5,0,22.7,4.43
18-10-2021,22.7,21.7,0,24.25,0,19.2,0.92
19-10-2021,31.9,21.6,38187.25,0,0,17.1,4.64
20-10-2021,32.5,25,38086.3,0,0,16.4,5.17
21-10-2021,33.5,25.4,37984.79,0,0,18.8,6.27
22-10-2021,33.2,25.4,37883.43,0,0,14.5,6.23
23-10-2021,31.9,25.6,37507.23,0,0,18.2,5.64
24-10-2021,31.2,22.5,26247.21,0,0,20.7,4.84
25-10-2021,29.7,22.7,33724.98,1.05,0,16.6,4.55
26-10-2021,28.8,22.6,37182.11,0,0,13,5.11
27-10-2021,29.5,23,37119.91,0,0,16.6,4.89
28-10-2021,29.1,22.6,36927.05,0,0,11.9,4.89
29-10-2021,29.9,23.2,36866.89,0,0,11.6,4.12
30-10-2021,29.6,23.4,36807.21,0,0,15.7,4.94
31-10-2021,30.1,23.2,36494.17,0,0,12,5.02
01-11-2021,30,22.3,36313.04,0,0,13.9,5.31
02-11-2021,29.4,22,36107.69,0,0,14.3,5.39
03-11-2021,29.7,22.5,35709.79,0,0,11.5,4.64
04-11-2021,29.3,22.8,35821.07,0,0,9.1,4.08
05-11-2021,28.7,22.4,34861.7,0,0,10.4,4.21
06-11-2021,29.8,22.9,35658.25,0,0,18.7,5.25
07-11-2021,29.8,22.7,35393.21,0,0,12.3,4.84
08-11-2021,29.9,23,35267.46,0,0,14.4,4.66
09-11-2021,29.2,22.5,35010.97,0,0,13.4,4.78
10-11-2021,29.7,22.5,35243.51,0,0,12.5,3.92
11-11-2021,29.2,21.9,34752.28,0,0,12,3.94
12-11-2021,28.8,22.1,34874,0,0,15.2,4.2
13-11-2021,27.9,21.6,34631.34,0,0,11.8,4.04
14-11-2021,27.7,21.1,34723.86,0,0,8.1,3.66
15-11-2021,26.9,21.1,34388.73,0,0,10.4,3.78
16-11-2021,26.6,20.5,34256.04,0,0,10.2,3.61
17-11-2021,25.7,20.2,34156.35,0,0,8.2,3.7
18-11-2021,26.5,20.1,34027.29,0,0,5.3,3.2
19-11-2021,26.5,20.1,33934.86,0,0,5.7,3.32
20-11-2021,27.2,21.2,33601.89,0,0,6.4,2.92
21-11-2021,28,20.8,33846.8,0,0,14.1,4.73
22-11-2021,27.5,19.4,33845.73,0,0,18.8,5.65
23-11-2021,26.8,19.2,33647.41,0,0,10.7,4.58
24-11-2021,26.5,19.8,33528.79,0,0,8.2,3.9
25-11-2021,26.1,19.1,33460.59,0,0,8.4,3.59
26-11-2021,26.2,20.2,33464.93,0,0,6.3,3.01
27-11-2021,25.9,19.5,33349.93,0,0,9.8,3.83
28-11-2021,26,19.4,33321.38,0,0,9.5,3.36
29-11-2021,26.2,19.3,33475.38,0,0,12.8,3.91
30-11-2021,25.6,18.3,33596.25,0,0,11.5,4.2
01-12-2021,24.2,19.7,31419.97,0,0,10.8,2.86
02-12-2021,22,19.8,11647.89,0,0,10.5,2.2
03-12-2021,23.1,19.2,19278.92,0,0,6.4,1.98
04-12-2021,25.4,18.7,33208.27,0,0,5.5,2.74
05-12-2021,25.3,19.5,30372.37,0,0,10,3.02
06-12-2021,25.3,19.8,32720.37,0,0,12.1,3.28
07-12-2021,24.5,18,33331.88,0,0,12,3.88
08-12-2021,23.7,17.5,33453.64,0,0,8.7,3.38
09-12-2021,23.4,17.5,33456.25,0,0,6.9,2.83
10-12-2021,23.5,17.4,33459.03,0,0,10.3,3.13
11-12-2021,23,16.6,33583.25,0,0,8.1,3.29
12-12-2021,21.9,16.8,33581.92,0,0,6.5,2.61
13-12-2021,20.7,15.9,33424.44,0,0,8.2,2.92
14-12-2021,21.5,15.2,33390.56,0,0,7.1,2.68
15-12-2021,21.7,14.9,33606.02,0,0,8.8,3.36
16-12-2021,21.9,14.7,33450.71,0,0,14.5,3.5
17-12-2021,19.3,13.6,33546.26,0,0,19.2,4.74
18-12-2021,19.8,12.1,33644.64,0,0,18.8,4.43
19-12-2021,19.6,10.9,33746.09,0,0,14.6,4.42
20-12-2021,19.9,11.9,33592.56,0,0,9.8,3.6
21-12-2021,20.9,13.3,33437.83,0,0,5.6,2.86
22-12-2021,22,14.2,33676.11,0,0,5.6,2.66
23-12-2021,22.7,15.6,33389.67,0,0,10.5,3.27
24-12-2021,22.5,15.4,33501.13,0,0,8.2,3.13
25-12-2021,22.4,15.3,33616.28,0,0,6.2,2.66
26-12-2021,20.6,16.2,25120.83,0.85,0,11.9,2.26
27-12-2021,20.9,14.5,33858,0.95,0,13.5,2.33
28-12-2021,18.4,14.8,21431.03,1.8,0,15.2,1.9
29-12-2021,20.6,13.8,34115.33,0,0,11.2,2.71
30-12-2021,18.2,12.6,34153.73,0,0,7.4,2.47
31-12-2021,18.8,11.7,34177.5,0,0,8.5,2.93
01-01-2022,19.9,12.4,34203.75,0,0,6.5,2.71
02-01-2022,20.6,13.1,34232.48,0,0,7.4,2.74
03-01-2022,21.7,13.3,34263.8,0,0,7.8,3.14
04-01-2022,22.5,14.7,34242.21,0,0,8.2,2.64
05-01-2022,19.3,14.9,4972.56,1,0,16.8,1.53
06-01-2022,19.4,12.9,22394.11,3.6,0,18.4,1.96
07-01-2022,22.2,14.7,33182.84,0.15,0,19.5,2.64
08-01-2022,18,15.5,3516.83,2.05,0,19.7,0.69
09-01-2022,17.6,14.1,13957.01,0.9,0,15.1,0.98
10-01-2022,18.8,11.3,34561.5,0,0,10.8,2.47
11-01-2022,18.9,11.5,34613.97,0,0,11.1,2.63
12-01-2022,18.9,11.5,34668.64,0,0,8.8,2.53
13-01-2022,18.9,12.4,34725.4,0,0,5.6,2.27
14-01-2022,18.2,11.3,34784.18,0,0,7.1,2.36
15-01-2022,18.8,10.4,34844.85,0,0,7.6,2.42
16-01-2022,19.5,10.8,34907.34,0,0,10.3,2.96
17-01-2022,18.6,11,34971.55,0,0,7.4,2.27
18-01-2022,19.2,10.5,35037.38,0,0,14.2,3.1
19-01-2022,20.1,10.9,31757.72,0,0,11.7,2.95
20-01-2022,21,12.5,35173.57,0,0,6.6,2.58
21-01-2022,20.6,12.3,35243.74,0,0,9.8,2.78
22-01-2022,15.8,12.3,18746.41,7.3,0,25.1,1.71
23-01-2022,17.1,11.5,28270.33,1.45,0,19.1,1.52
24-01-2022,18,10.7,35462.75,0,0,6.5,2.39
25-01-2022,17.4,10.3,35539.73,0,0,12.9,2.57
26-01-2022,17.4,10.1,35590.77,0,0,16.3,2.62
27-01-2022,18.6,10.3,35618.93,0,0,15.3,3.05
28-01-2022,19.1,9.7,35648.72,0,0,17.7,3.63
29-01-2022,20.6,10.9,35680.08,0,0,13.8,3.26
30-01-2022,22.7,11.8,35712.95,0,0,19,3.96
31-01-2022,23.3,12.8,35747.27,0,0,9.4,3.32
01-02-2022,23.2,13.6,35782.98,0,0,16,3.5
02-02-2022,22.6,12.1,35820.01,0,0,12.8,3.4
03-02-2022,17.5,12.1,35858.31,0.95,0,24.4,2.58
04-02-2022,16.7,11.8,34844.87,1.7,0,15.7,1.81
05-02-2022,19.4,10.3,35938.52,0,0,11.5,2.82
06-02-2022,21.9,11.4,36011.32,0,0,9,3.05
07-02-2022,24,13.2,36000,0,0,8.4,3.34
08-02-2022,24.8,14.7,36023.25,0.05,0,7.3,3.22
09-02-2022,18.5,13.2,25758.93,13.8,0,16.3,2.12
10-02-2022,21.2,12.2,36082.4,0,0,17.1,3.35
11-02-2022,21.7,11.6,36152.02,0,0,18.8,4.19
12-02-2022,22.9,11.6,36151.35,0,0,14.3,4.24
13-02-2022,23.9,13.1,36149.97,0,0,6.3,3.4
14-02-2022,24.2,13.7,36147.92,0,0,7.9,3.55
15-02-2022,25.4,14.2,36145.24,0,0,7.1,3.82
16-02-2022,25.7,15,36228.07,0,0,15.9,3.93
17-02-2022,26.3,14.9,36315.16,0,0,13.8,4.53
18-02-2022,26.8,15.6,36224.65,0,0,13.8,4.27
19-02-2022,25.6,15.3,36436.52,0,0,16.4,4.66
20-02-2022,24.9,14.5,36409.39,0,0,19.7,5.44
21-02-2022,25.2,13.7,36525.5,0,0,11.6,4.43
22-02-2022,26.6,15.2,36589.19,0,0,25.3,5.6
23-02-2022,24.8,16,36514.64,0,0,25,5.03
24-02-2022,26,15.6,36582.54,0,0,12.5,3.49
25-02-2022,27.1,16.5,36576.79,0,0,17.3,4.57
26-02-2022,25,15.2,36758.83,0.45,0,22.8,4.73
27-02-2022,25.6,14.7,36971.64,0,0,14.9,4.7
28-02-2022,25.5,13.6,37148.2,0,0,12.6,4.99
01-03-2022,26.6,15.2,37131.81,0,0,12.7,4.85
02-03-2022,27.4,16.2,37360.23,0,0,12.2,4.72
03-03-2022,28.6,17.1,37249.52,0,0,9.4,4.73
04-03-2022,27.2,17.8,37583.07,0,0,15.4,5.15
05-03-2022,27.7,16.1,37691.56,0,0,16,5.52
06-03-2022,28.7,18.1,37341.48,0,0,8.4,4.37
07-03-2022,30.4,19.6,37940.84,0,0,9.7,4.76
08-03-2022,31.7,19.5,38281.02,0,0,12.5,5.44
09-03-2022,32,20,38291.77,0,0,13.3,5.98
10-03-2022,31.1,20.2,38300.75,0,0,13.7,5.9
11-03-2022,32.2,20.3,39039.39,0,0,15,6.43
12-03-2022,32.8,19.7,39298.32,0,0,15,6.33
13-03-2022,33.8,21.8,39193.23,0,0,10.9,5.89
14-03-2022,35.2,23.2,39333.75,0,0,11.8,5.48
15-03-2022,38,24.1,39476.81,0,0,11.6,5.99
16-03-2022,39.6,24,40142.51,0,0,22.2,7.96
17-03-2022,37,24.7,40164.11,0,0,15.5,6.69
18-03-2022,37.2,24.5,40449.92,0,0,14.5,6.61
19-03-2022,37.7,25.1,40733.71,0,0,10.2,6.64
20-03-2022,38.8,25.6,40810.66,0,0,7.9,6.16
21-03-2022,37.7,26.5,40984.36,0,0,7.9,5.96
22-03-2022,37.8,25.4,41087.51,0,0,19.8,8.73
23-03-2022,37.8,24.8,41190,0,0,19.4,7.9
24-03-2022,37.1,26.4,41291.77,0,0,18.7,7.21
25-03-2022,37.1,25.5,41393.27,0,0,15.6,7.76
26-03-2022,37.5,24.7,41495,0,0,23.8,8.98
27-03-2022,38.9,25.1,41596.87,0,0,16.6,8.6
28-03-2022,40,26.7,41698.8,0,0,15.2,7.31
29-03-2022,41,27.4,41800.75,0,0,14.6,7.41
30-03-2022,40.3,27.7,41902.64,0,0,6.1,6.05
31-03-2022,40.6,27.9,42004.42,0,0,13,8.03
01-04-2022,39.2,27.1,42106,0,0,17.7,8.39
02-04-2022,39.3,26.4,42207.34,0,0,8.7,6.69
03-04-2022,40.4,27.1,42308.35,0,0,11.8,8.06
04-04-2022,39.3,27.7,42408.99,0,0,15.2,7.94
05-04-2022,39.8,27.3,42496.18,0,0,14.8,8.07
06-04-2022,40.1,28.3,42528.38,0,0,15,8.13
07-04-2022,40.8,29,42560.59,0,0,15.9,8
08-04-2022,41.7,29.7,42592.82,0,0,12.4,7.6
09-04-2022,42.7,30.4,42625.1,0,0,13.5,7.08
10-04-2022,42.3,31,42657.44,0,0,16.1,8.54
11-04-2022,42.4,31.4,42689.86,0,0,13.8,8.7
12-04-2022,39.8,32.4,42722.39,0,0,10.1,6.65
13-04-2022,40.6,31,42755.02,0,0,18.5,8.47
14-04-2022,40.2,30.4,42787.71,0,0,19.6,9.15
15-04-2022,39.8,30.8,42844.46,0,0,20.1,8.91
16-04-2022,40.7,30,42871.92,0,0,20.1,8.59
17-04-2022,41.5,30.5,42898.5,0,0,14,8.03
18-04-2022,42.3,31.2,42924.32,0,0,15.1,8.16
19-04-2022,42.3,32.4,43023.22,0,0,23.3,9.84
20-04-2022,41.8,31.9,43128.48,0,0,20.9,10.13
21-04-2022,37.7,33.1,39660.66,0.05,0,22.9,6.75
22-04-2022,38.8,29.1,43188.89,0.05,0,21.3,7.97
23-04-2022,39.8,30.7,43304.93,0,0,15.9,8.12
24-04-2022,40.5,30.8,43426.18,0,0,23.1,9.95
25-04-2022,40.9,31.2,43367.11,0,0,18.9,9.54
26-04-2022,41.4,31.9,43587.87,0,0,16.4,8.65
27-04-2022,42.4,32.4,43605.88,0,0,18,8.67
28-04-2022,43.6,33.5,43706.96,0,0,14.1,8.87
29-04-2022,43.9,34,43606.79,0,0,21.6,10.42
30-04-2022,43.9,34.5,43711.2,0,0,10.7,8.18
01-05-2022,42.6,33.6,43819.36,0,0,19.4,10.5
02-05-2022,43,31.2,43822.02,0,0,19.6,10.06
03-05-2022,41.7,32.1,43824.1,0,0,20.5,8.31
04-05-2022,40.9,32.1,37019.73,0.05,0,24.5,9.41
05-05-2022,38.9,30.7,43941.42,0,0,16.4,7.79
06-05-2022,39.9,32.6,43272.79,0.05,0,13.7,7.3
07-05-2022,41.5,33,44181.76,0,0,20.7,8.45
08-05-2022,41.3,32.7,44306.09,0,0,11.7,8.72
09-05-2022,41.7,32.1,44312.02,0,0,16.4,9.83
10-05-2022,40.9,32.3,44317.43,0,0,19.2,9.7
11-05-2022,41.8,32.7,44322.39,0,0,18.4,9.33
12-05-2022,43.5,33.4,44452.22,0,0,15.7,9.15
13-05-2022,45.2,32.2,44584.27,0,0,19.9,9.72
14-05-2022,45.8,35,44846.23,0,0,16.1,9.47
15-05-2022,46.2,35.7,45012.57,0,0,15.9,9.24
16-05-2022,42.6,36.6,43964.31,0,0,26.7,9.29
17-05-2022,43,35.2,44869.62,0,0,13.1,9.18
18-05-2022,42.7,33.2,44876.51,0,0,20.2,8.9
19-05-2022,44.2,34.5,45034.55,0,0,11.5,8.99
20-05-2022,46.3,36,45172.48,0,0,22.9,10.44
21-05-2022,42.9,30,41429.73,1.2,0,46.1,10.27
22-05-2022,41.1,31.1,44907.92,0.05,0,26.3,8.67
23-05-2022,39.1,25.4,38749.29,27.05,0,31.1,9.77
24-05-2022,35.1,24.3,45123.81,0.8,0,30.3,7.77
25-05-2022,36.1,28.4,45190.08,0,0,13.7,7.55
26-05-2022,39,30.6,45406.32,0,0,16.6,8.14
27-05-2022,42.2,32.4,45409.21,0.1,0,18.5,9.2
28-05-2022,43.9,34,45271.54,0,0,21.3,8.89
29-05-2022,44.1,34.1,45780.05,0,0,24.3,10.02
30-05-2022,43.4,33.6,45804.12,0,0,23.5,9.18
31-05-2022,41.9,34,45903.85,0,0,20.6,10.26
01-06-2022,43.8,35.1,45914.56,0,0,13.5,8.89
02-06-2022,43.9,35.7,45831.42,0,0,15.9,10.04
03-06-2022,44.3,36.3,46025.59,0,0,21.3,9.88
